"ID","Directory","InstanceType","Flags","PVP","MapName_Lang_enUS","MapName_Lang_enGB","MapName_Lang_koKR","MapName_Lang_frFR","MapName_Lang_deDE","MapName_Lang_enCN","MapName_Lang_zhCN","MapName_Lang_enTW","MapName_Lang_zhTW","MapName_Lang_esES","MapName_Lang_esMX","MapName_Lang_ruRU","MapName_Lang_ptPT","MapName_Lang_ptBR","MapName_Lang_itIT","MapName_Lang_Unk","MapName_Lang_Mask","AreaTableID","MapDescription0_Lang_enUS","MapDescription0_Lang_enGB","MapDescription0_Lang_koKR","MapDescription0_Lang_frFR","MapDescription0_Lang_deDE","MapDescription0_Lang_enCN","MapDescription0_Lang_zhCN","MapDescription0_Lang_enTW","MapDescription0_Lang_zhTW","MapDescription0_Lang_esES","MapDescription0_Lang_esMX","MapDescription0_Lang_ruRU","MapDescription0_Lang_ptPT","MapDescription0_Lang_ptBR","MapDescription0_Lang_itIT","MapDescription0_Lang_Unk","MapDescription0_Lang_Mask","MapDescription1_Lang_enUS","MapDescription1_Lang_enGB","MapDescription1_Lang_koKR","MapDescription1_Lang_frFR","MapDescription1_Lang_deDE","MapDescription1_Lang_enCN","MapDescription1_Lang_zhCN","MapDescription1_Lang_enTW","MapDescription1_Lang_zhTW","MapDescription1_Lang_esES","MapDescription1_Lang_esMX","MapDescription1_Lang_ruRU","MapDescription1_Lang_ptPT","MapDescription1_Lang_ptBR","MapDescription1_Lang_itIT","MapDescription1_Lang_Unk","MapDescription1_Lang_Mask","LoadingScreenID","MinimapIconScale","CorpseMapID","CorpseX","CorpseY","TimeOfDayOverride","ExpansionID","RaidOffset","MaxPlayers"
"671","GrimBatolRaid","2","0","0","The Bastion of Twilight","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","266","1","0","-4903.01","-4221.21","-1","3","0","0"
"672","Transport197347","0","1","0","Transport: The Skybreaker (Icecrown Citadel Raid)","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"673","Transport197348","0","1","0","Transport: Orgrim's Hammer (Icecrown Citadel Raid)","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"674","Transport197349-2","0","0","0","Transport: Ship to Vashj'ir","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"712","Transport197349","0","1","0","Transport: The Skybreaker (IC Dungeon)","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"713","Transport197350","0","1","0","Transport: Orgrim's Hammer (IC Dungeon)","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"718","Transport201834","0","1","0","Trasnport: The Mighty Wind (Icecrown Citadel Raid)","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"719","MountHyjalPhase1","0","0","0","Mount Hyjal Phase 1","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","3","1","-1","0","0","-1","0","0","0"
"720","Firelands1","2","0","0","Firelands","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","275","1","1","3987.2","-2943.32","720","3","0","0"
"721","Firelands2","1","0","0","Firelands Terrain 2","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","720","3","0","0"
"723","Stormwind","0","29","0","Stormwind","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"724","ChamberofAspectsRed","2","285","0","The Ruby Sanctum","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","254","1","0","0","0","-1","2","0","0"
"725","DeepholmeDungeon","1","0","0","The Stonecore","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","258","1","646","1031.908","610.2969","-1","3","0","0"
"726","CataclysmCTF","3","0","1","Twin Peaks","","","","","","","","","","","","","","","","16712190","0","Nestled in the Twilight Highlands, Twin Peaks has flared as a point of contention between the Alliance and Horde.

As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious.

Lend your strength as both factions struggle to take control of this critical high ground!","","","","","","","","","","","","","","","","16712190","Nestled in the Twilight Highlands, Twin Peaks has flared as a point of contention between the Alliance and Horde.

As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious.

Lend your strength as both factions struggle to take control of this critical high ground!","","","","","","","","","","","","","","","","16712190","262","1","-1","0","0","-1","3","0","0"
"727","STV_Mine_BG","3","0","0","Silvershard Mines","","","","","","","","","","","","","","","","16712190","0","This battleground takes place underneath Stranglethorn Vale in a Venture Co. goblin mine.

Silvershard Mines is a 10 vs 10 escort battleground, in which each side attempts to control diamond carts until they reach the mine depot.","","","","","","","","","","","","","","","","16712190","This battleground takes place underneath Stranglethorn Vale in a Venture Co. goblin mine.

Silvershard Mines is a 10 vs 10 escort battleground, in which each side attempts to control diamond carts until they reach the mine depot.","","","","","","","","","","","","","","","","16712190","317","1","-1","0","0","-1","4","0","0"
"728","TheBattleforGilneas","3","0","1","The Battle for Gilneas (Old City Map)","","","","","","","","","","","","","","","","16712190","0","Located in the heart of Gilnean peninsula, the capital city is of vital strategic importance to the Horde's operations the Eastern Kingdoms.

Long seen by the Forsaken as a natural expansion to their dominion, Sylvanas Windrunner's armies are ready to defend their most recent conquest at all costs.","","","","","","","","","","","","","","","","16712190","Driven from their homelands by the Forsaken, Gilneans continue to view this city as their nation's rightful capital.

After regrouping in Alliance territories, the people of Gilneas have rallied around King Greymane's call to arms and are ready to retake Gilneas City with the support of their new allies.","","","","","","","","","","","","","","","","16712190","261","1","-1","0","0","-1","6","0","0"
"730","MaelstromZone","0","0","0","Maelstrom Zone","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","272","1","-1","0","0","-1","3","0","0"
"731","DesolaceBomb","0","0","0","Stonetalon Bomb","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","3","1","-1","0","0","-1","0","0","0"
"732","TolBarad","0","0","0","Tol Barad","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","265","1","-1","0","0","-1","3","0","0"
"734","AhnQirajTerrace","1","0","0","Ahn'Qiraj Terrace","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","184","1","-1","0","0","-1","2","0","0"
"736","TwilightHighlandsDragonmawPhase","0","0","0","Twilight Highlands Dragonmaw Phase","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"738","Transport200100","0","0","0","Ship to Vashj'ir (Orgrimmar -> Vashj'ir)","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"739","Transport200101","0","0","0","Vashj'ir Sub - Horde","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"740","Transport200102","0","0","0","Vashj'ir Sub - Alliance","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"741","Transport200103","0","0","0","Twilight Highlands Horde Transport","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"742","Transport203729","0","0","0","Vashj'ir Sub - Horde - Circling Abyssal Maw","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"743","Transport203730","0","0","0","Vashj'ir Sub - Alliance circling Abyssal Maw","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"746","UldumPhaseOasis","0","0","0","Uldum Phase Oasis","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"747","Transport 203732","0","0","0","Transport: Deepholm Gunship","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"748","Transport203858","0","0","0","Transport: Onyxia/Nefarian Elevator","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"749","Transport203859","0","0","0","Transport: Gilneas Moving Gunship","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"750","Transport203860","0","0","0","Transport: Gilneas Static Gunship","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"751","RedgridgeOrcBomb","0","0","0","Redridge - Orc Bomb","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"752","RedridgeBridgePhaseOne","0","0","0","Redridge - Bridge Phase One","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"753","RedridgeBridgePhaseTwo","0","0","0","Redridge - Bridge Phase Two","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"754","SkywallRaid","2","0","0","Throne of the Four Winds","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","271","1","1","-11360.6","72.08334","-1","3","0","0"
"755","UldumDungeon","1","0","0","Lost City of the Tol'vir","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","264","1","1","-10686.15","-1308.623","-1","3","0","0"
"757","BaradinHold","2","0","0","Baradin Hold","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","269","1","-1","0","0","-1","3","0","0"
"759","UldumPhasedEntrance","0","0","0","Uldum Phased Entrance","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"760","TwilightHighlandsPhasedEntrance","0","0","0","Twilight Highlands Phased Entrance","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"761","Gilneas_BG_2","3","0","1","The Battle for Gilneas","","","","","","","","","","","","","","","","16712190","0","As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.","","","","","","","","","","","","","","","","16712190","As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.","","","","","","","","","","","","","","","","16712190","270","1","-1","0","0","1110","0","0","0"
"762","Transport 203861","0","0","0","Twilight Highlands Zeppelin 1","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"763","Transport 203862","0","0","0","Twilight Highlands Zeppelin 2","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"764","UldumPhaseWreckedCamp","0","0","0","Uldum - Phase Wrecked Camp","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"765","Transport203863","0","0","0","Krazzworks Attack Zeppelin","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"766","Transport 2033864","0","0","0","Transport: Gilneas Moving Gunship 02","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"767","Transport 2033865","0","0","0","Transport: Gilneas Moving Gunship 03","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"859","Zul_Gurub5Man","1","0","0","Zul'Gurub","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","161","1","0","-11916.23","-1219.839","720","3","0","0"
"860","NewRaceStartZone","0","0","0","The Wandering Isle","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","289","1","-1","0","0","960","0","0","0"
"861","FirelandsDailies","0","0","0","Molten Front","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","274","1","-1","0","0","720","3","0","0"
"870","HawaiiMainLand","0","0","0","Pandaria","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","327","1","-1","0","0","-1","4","0","0"
"930","ScenarioAlcazIsland","5","0","0","A Dark Place","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","25","1","-1","0","0","0","6","0","0"
"938","COTDragonblight","1","0","0","End Time","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","286","1","1","-8288.604","-4454.092","0","3","0","0"
"939","COTWarOfTheAncients","1","0","0","Well of Eternity","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","287","1","1","-8595.837","-3994.936","-1","3","0","0"
"940","TheHourOfTwilight","1","0","0","Hour of Twilight","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","288","1","1","-8291.132","-4590.438","-1","3","0","0"
"951","NexusLegendary","1","0","0","Nexus Legendary","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","227","1","571","3899.93","6985.44","-1","3","0","0"
"959","ShadowpanHideout","1","0","0","Shado-Pan Monastery","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","315","1","-1","0","0","-1","4","0","0"
"960","EastTemple","1","0","0","Temple of the Jade Serpent","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","311","1","870","957.706","-2473.41","-1","4","0","0"
"961","StormstoutBrewery","1","0","0","Stormstout Brewery","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","318","1","870","-688.7051","1267.454","-1","4","0","0"
"962","TheGreatWall","1","0","0","Gate of the Setting Sun","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","309","1","870","970.8109","2253.664","0","4","0","0"
"967","DeathwingBack","2","0","0","Dragon Soul","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","279","1","1","-8263.276","-4512.688","1080","3","0","0"
"968","EyeoftheStorm2.0","3","0","1","Rated Eye of the Storm","","","","","","","","","","","","","","","","16712190","0","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

This battlefield is coveted by the blood elves for its rich energy deposits.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","","","","","","","","","","","","","","","","16712190","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.

This battlefield is coveted by the blood elves for its rich energy deposits.","","","","","","","","","","","","","","","","16712190","210","1","-1","0","0","-1","0","0","0"
"971","JadeForestAllianceHubPhase","0","0","0","Jade Forest Alliance Hub Phase","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","4","0","0"
"972","JadeForestBattlefieldPhase","0","0","0","Jade Forest Battlefield Phase","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","4","0","0"
"974","DarkmoonFaire","0","0","0","Darkmoon Faire","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","278","1","-1","0","0","-1","0","0","0"
"975","TurtleShipPhase01","0","0","0","Turtle Ship Phase 01","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","289","1","-1","0","0","960","0","0","0"
"976","TurtleShipPhase02","0","0","0","Turtle Ship Phase 02","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","289","1","-1","0","0","960","0","0","0"
"977","MaelstromDeathwingFight","1","0","0","Maelstrom Deathwing Fight","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","3","0","0"
"980","TolVirArena","4","0","0","Tol'Viron Arena","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","319","1","-1","0","0","-1","3","0","0"
"994","MoguDungeon","1","0","0","Mogu'shan Palace","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","312","1","-1","0","0","-1","4","0","0"
"995","MoguInteriorRaid","1","0","0","The Depths [UNUSED]","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","4","0","0"
"996","MoguExteriorRaid","2","0","0","Terrace of Endless Spring","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","321","1","-1","0","0","0","4","0","0"
"998","ValleyOfPower","3","0","1","Temple of Kotmogu","","","","","","","","","","","","","","","","16712190","0","The Horde and Alliance wage battle for the ancient Mogu Artifact that is foretold to hold great powers.

Temple of Kotmogu is a 10 vs 10 powerball battleground where each side attempts to control the Mogu Artifact for as long as possible in different scoring zones.","","","","","","","","","","","","","","","","16712190","The Horde and Alliance wage battle for the ancient Mogu Artifact that is foretold to hold great powers.

Temple of Kotmogu is a 10 vs 10 powerball battleground where each side attempts to control the Mogu Artifact for as long as possible in different scoring zones.","","","","","","","","","","","","","","","","16712190","320","1","-1","0","0","-1","4","0","0"
"999","BFTAllianceScenario","5","0","0","Theramore's Fall (H)","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","336","1","-1","0","0","1350","3","0","0"
"1000","BFTHordeScenario","5","0","0","Theramore's Fall (A)","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","335","1","-1","0","0","360","3","0","0"
"1001","ScarletSanctuaryArmoryAndLibrary","1","0","0","Scarlet Halls","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","332","1","0","2869","-820","-1","0","0","0"
"1004","ScarletMonasteryCathedralGY","1","0","0","Scarlet Monastery","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","333","1","-1","0","0","-1","0","0","0"
"1005","BrewmasterScenario01","5","0","0","A Brewing Storm","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","322","1","-1","0","0","-1","4","0","0"
"1007","NewScholomance","1","0","0","Scholomance","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","314","1","0","1274.78","-2552.56","-1","0","0","0"
"1008","MogushanPalace","2","0","0","Mogu'shan Vaults","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","313","1","870","3982.997","1121.291","-1","4","0","0"
"1009","MantidRaid","2","0","0","Heart of Fear","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","310","1","-1","0","0","-1","4","0","0"
"1010","MistsCTF3","3","0","1","CTF3","","","","","","","","","","","","","","","","16712190","0","This new map has yet to be created. Horde guys, go beat up those Alliance jerks.","","","","","","","","","","","","","","","","16712190","This new map has yet to be created. Alliance guys, go beat up those Horde jerks.","","","","","","","","","","","","","","","","16712190","262","1","-1","0","0","-1","4","0","0"
"1011","MantidDungeon","1","0","0","Siege of Niuzao Temple","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","316","1","-1","0","0","-1","4","0","0"
"1014","MonkAreaScenario","5","0","0","Peak of Serenity","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","327","1","-1","0","0","-1","6","0","0"
"1019","RuinsOfTheramore","0","0","0","Ruins of Theramore","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","3","1","-1","0","0","-1","4","0","0"
"1024","PandaFishingVillageScenario","5","0","0","Greenstone Village","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","331","1","-1","0","0","-1","4","0","0"
"1028","MoguRuinsScenario","5","0","0","(UNUSED) Scenario: Mogu Ruins","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","4","0","0"
"1029","AncientMoguCryptScenario","5","0","0","(UNUSED) Scenario: Mogu Crypt","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","4","0","0"
"1030","AncientMoguCyptDestroyedScenario","5","0","0","Crypt of Forgotten Kings","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","330","1","-1","0","0","-1","4","0","0"
"1031","ProvingGroundsScenario","5","0","0","Arena of Annihilation","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","348","1","-1","0","0","-1","4","0","0"
"1032","PetBattleJadeForest","1","0","0","Pet Battle - Jade Forest","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","4","0","0"
"1035","ValleyOfPowerScenario","5","0","0","Temple of Kotmogu","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","334","1","-1","0","0","-1","4","0","0"
"1043","RingOfValorScenario","0","0","0","Brawl'gar Arena","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","343","1","-1","0","0","-1","2","0","0"
"1048","BrewmasterScenario03","5","0","0","Unga Ingoo","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","323","1","-1","0","0","-1","4","0","0"
"1049","BlackOxTempleScenario","5","0","0","(UNUSED) Scenario: Black Ox Temple","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","21","1","-1","0","0","-1","4","0","0"
"1050","ScenarioKlaxxiIsland","5","0","0","Assault on Zan'vess","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","344","1","-1","0","0","720","4","0","0"
"1051","ScenarioBrewmaster04","5","0","0","Brewmoon Festival","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","329","1","-1","0","0","0","4","0","0"
"1060","LevelDesignLand-DevOnly","0","0","0","Level Design Land - Dev Only","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","7","0","0"
"1061","HordeBeachDailyArea","0","0","0","Horde Beach Daily Area","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","4","0","0"
"1062","AllianceBeachDailyArea","0","0","0","Alliance Beach Daily Area","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","4","0","0"
"1064","MoguIslandDailyArea","0","0","0","Mogu Island Daily Area","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","346","1","-1","0","0","-1","4","0","0"
"1066","StormwindGunshipPandariaStartArea","0","0","0","Stormwind Gunship Pandaria Start Area","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
"1074","OrgrimmarGunshipPandariaStart","0","0","0","Orgrimmar Gunship Pandaria Start","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","-1","0","0","-1","0","0","0"
