file_path,filename,category,tagged_feature,content_feature,git_feature,suggested_feature,confidence,suggested_zpak,notes
Professions/Leatherworking/zz_drums_of_fortitude.sql,zz_drums_of_fortitude.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Leatherworking
Professions/Leatherworking/zz_drums_of_intellect.sql,zz_drums_of_intellect.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Leatherworking
Professions/Leatherworking/zz_drums_of_the_nights_watch.sql,zz_drums_of_the_nights_watch.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Leatherworking
Professions/Leatherworking/zz_drums_of_the_raid_leader.sql,zz_drums_of_the_raid_leader.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Leatherworking
Professions/Leatherworking/zz_drums_of_the_wild.sql,zz_drums_of_the_wild.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Leatherworking
Professions/Leatherworking/zz_leathering_kit_[F-001].sql,zz_leathering_kit_[F-001].sql,Professions,F-001,,"F-001, F-039, I-093",F-001,high,profession-tools,"Tagged in filename; Git history: F-001, F-039, I-093; Custom content (zz_ prefix); Subcategory: Leatherworking"
Professions/Leatherworking/zz_leathering_kit_quests_[F-001].sql,zz_leathering_kit_quests_[F-001].sql,Professions,F-001,,"F-001, F-039",F-001,high,profession-tools,"Tagged in filename; Git history: F-001, F-039; Custom content (zz_ prefix); Subcategory: Leatherworking"
Professions/Mining/zz_loot_minerals_[F-032].sql,zz_loot_minerals_[F-032].sql,Professions,F-032,,F-039,F-032,high,creature-gathering,Tagged in filename; Git history: F-039; Loot table modification; Custom content (zz_ prefix); Subcategory: Mining
Professions/Mining/zz_mining_pick_[F-001].sql,zz_mining_pick_[F-001].sql,Professions,F-001,,"F-001, F-039, I-093",F-001,high,profession-tools,"Tagged in filename; Git history: F-001, F-039, I-093; Custom content (zz_ prefix); Subcategory: Mining"
Professions/Mining/zz_mining_pick_loot_[F-001].sql,zz_mining_pick_loot_[F-001].sql,Professions,F-001,,"F-001, F-039",F-001,high,profession-tools,"Tagged in filename; Git history: F-001, F-039; Loot table modification; Custom content (zz_ prefix); Subcategory: Mining"
Professions/Mining/zz_mining_pick_quests_[F-001].sql,zz_mining_pick_quests_[F-001].sql,Professions,F-001,,"F-001, F-039",F-001,high,profession-tools,"Tagged in filename; Git history: F-001, F-039; Custom content (zz_ prefix); Subcategory: Mining"
Professions/Mining/zz_mobs_mineable_[F-032].sql,zz_mobs_mineable_[F-032].sql,Professions,F-032,,F-039,F-032,high,creature-gathering,Tagged in filename; Git history: F-039; Custom content (zz_ prefix); Subcategory: Mining
Professions/Skinning/zz_ancient_dragonscale.sql,zz_ancient_dragonscale.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Skinning
Professions/Skinning/zz_pristine_hide_of_magmadar.sql,zz_pristine_hide_of_magmadar.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Skinning
Professions/Skinning/zz_pristine_hide_of_the_beast.sql,zz_pristine_hide_of_the_beast.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Skinning
Professions/Skinning/zz_starting_area_beasts.sql,zz_starting_area_beasts.sql,Professions,,,"F-002, I-037",F-002,medium,professions,"Git history: F-002, I-037; Custom content (zz_ prefix); Subcategory: Skinning"
Professions/Tailoring/zz_tailoring_scissors_[F-001].sql,zz_tailoring_scissors_[F-001].sql,Professions,F-001,,"F-001, F-039, I-093",F-001,high,profession-tools,"Tagged in filename; Git history: F-001, F-039, I-093; Custom content (zz_ prefix); Subcategory: Tailoring"
Professions/Tailoring/zz_tailoring_scissors_quests_[F-001].sql,zz_tailoring_scissors_quests_[F-001].sql,Professions,F-001,,"F-001, F-039",F-001,high,profession-tools,"Tagged in filename; Git history: F-001, F-039; Custom content (zz_ prefix); Subcategory: Tailoring"
Professions/Trade Goods/zz_fish_oil.sql,zz_fish_oil.sql,Professions,,,I-098,I-098,medium,professions,Git history: I-098; Custom content (zz_ prefix); Subcategory: Trade Goods
Professions/Trade Goods/zz_light_feather.sql,zz_light_feather.sql,Professions,,,I-098,I-098,medium,professions,Git history: I-098; Custom content (zz_ prefix); Subcategory: Trade Goods
Professions/Trade Goods/zz_shiny_fish_scales.sql,zz_shiny_fish_scales.sql,Professions,,,I-098,I-098,medium,professions,Git history: I-098; Custom content (zz_ prefix); Subcategory: Trade Goods
Professions/zz_gnomish_army_knife.sql,zz_gnomish_army_knife.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix)
Professions/zz_ipp_trainer_consolidation.sql,zz_ipp_trainer_consolidation.sql,Professions,,,I-096,I-096,medium,professions,Git history: I-096; Custom content (zz_ prefix)
Raids/AQ20/zz_boss_ossirian_the_unscarred.sql,zz_boss_ossirian_the_unscarred.sql,Raids,,,,,manual,raid-tuning,Creature modification; Custom content (zz_ prefix); Subcategory: AQ20
Raids/AQ20/zz_obsidian_chunks.sql,zz_obsidian_chunks.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: AQ20
Raids/AQ40/zz_anubisath_warrior.sql,zz_anubisath_warrior.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: AQ40
Raids/AQ40/zz_cthun_[F-034].sql,zz_cthun_[F-034].sql,Raids,F-034,,F-039,F-034,high,aq40-tuning,Tagged in filename; Git history: F-039; Custom content (zz_ prefix); Subcategory: AQ40
Raids/AQ40/zz_princess_huhuran.sql,zz_princess_huhuran.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: AQ40
Raids/AQ40/zz_prophet_skeram.sql,zz_prophet_skeram.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: AQ40
Raids/AQ40/zz_qiraji_crystals.sql,zz_qiraji_crystals.sql,Raids,,,I-098,I-098,medium,raid-tuning,Git history: I-098; Custom content (zz_ prefix); Subcategory: AQ40
Raids/AQ40/zz_qiraji_scarab.sql,zz_qiraji_scarab.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: AQ40
Raids/AQ40/zz_twin_emperors_[F-034].sql,zz_twin_emperors_[F-034].sql,Raids,F-034,,F-039,F-034,high,aq40-tuning,Tagged in filename; Git history: F-039; Custom content (zz_ prefix); Subcategory: AQ40
Raids/Blackwing Lair/zz_boss_chromaggus.sql,zz_boss_chromaggus.sql,Raids,,,,,manual,raid-tuning,Creature modification; Custom content (zz_ prefix); Subcategory: Blackwing Lair
Raids/Blackwing Lair/zz_boss_vaelastrasz_the_corrupt.sql,zz_boss_vaelastrasz_the_corrupt.sql,Raids,,,,,manual,raid-tuning,Creature modification; Custom content (zz_ prefix); Subcategory: Blackwing Lair
Raids/Blackwing Lair/zz_loot_ebonroc.sql,zz_loot_ebonroc.sql,Raids,,,,,manual,raid-tuning,Loot table modification; Custom content (zz_ prefix); Subcategory: Blackwing Lair
Raids/Blackwing Lair/zz_loot_firemaw.sql,zz_loot_firemaw.sql,Raids,,,,,manual,raid-tuning,Loot table modification; Custom content (zz_ prefix); Subcategory: Blackwing Lair
Raids/Blackwing Lair/zz_loot_flamegor.sql,zz_loot_flamegor.sql,Raids,,,,,manual,raid-tuning,Loot table modification; Custom content (zz_ prefix); Subcategory: Blackwing Lair
Raids/Blackwing Lair/zz_loot_nefarian.sql,zz_loot_nefarian.sql,Raids,,,,,manual,raid-tuning,Loot table modification; Custom content (zz_ prefix); Subcategory: Blackwing Lair
Raids/Molten Core/zz_boss_golemagg.sql,zz_boss_golemagg.sql,Raids,,,,,manual,raid-tuning,Creature modification; Custom content (zz_ prefix); Subcategory: Molten Core
Raids/Molten Core/zz_dreegz_knutz.sql,zz_dreegz_knutz.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Molten Core
Raids/Molten Core/zz_eternal_quintessence.sql,zz_eternal_quintessence.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Molten Core
Raids/Molten Core/zz_loot_shazzrah.sql,zz_loot_shazzrah.sql,Raids,,,F-025,F-025,medium,tier-satchels,Git history: F-025; Loot table modification; Custom content (zz_ prefix); Subcategory: Molten Core
Raids/Molten Core/zz_loot_sulfuron.sql,zz_loot_sulfuron.sql,Raids,,,,,manual,raid-tuning,Loot table modification; Custom content (zz_ prefix); Subcategory: Molten Core
Raids/Naxxramas/zz_crypt_guard.sql,zz_crypt_guard.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_fallout_slime.sql,zz_fallout_slime.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_gluth.sql,zz_gluth.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_kel_thuzad_rings.sql,zz_kel_thuzad_rings.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_naxx_entrance_fix.sql,zz_naxx_entrance_fix.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_naxx_worshipers_faelina.sql,zz_naxx_worshipers_faelina.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_noth_loot.sql,zz_noth_loot.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_patchwerk.sql,zz_patchwerk.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_razuvious_understudy.sql,zz_razuvious_understudy.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_shadow_fissure.sql,zz_shadow_fissure.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_t3_quest_unify.sql,zz_t3_quest_unify.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_thaddius.sql,zz_thaddius.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_trash_scaling.sql,zz_trash_scaling.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Naxxramas/zz_web_wrap.sql,zz_web_wrap.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Naxxramas
Raids/Zul Gurub/zz_loot_High_Priest_Thekal.sql,zz_loot_High_Priest_Thekal.sql,Raids,,,,,manual,raid-tuning,Loot table modification; Custom content (zz_ prefix); Subcategory: Zul Gurub
Raids/Zul Gurub/zz_loot_High_Priestess_Jeklik.sql,zz_loot_High_Priestess_Jeklik.sql,Raids,,,,,manual,raid-tuning,Loot table modification; Custom content (zz_ prefix); Subcategory: Zul Gurub
Raids/Zul Gurub/zz_loot_coins_removal.sql,zz_loot_coins_removal.sql,Raids,,,,,manual,raid-tuning,Loot table modification; Custom content (zz_ prefix); Subcategory: Zul Gurub
Raids/Zul Gurub/zz_zandalar_honor_token.sql,zz_zandalar_honor_token.sql,Raids,,,,,manual,raid-tuning,Custom content (zz_ prefix); Subcategory: Zul Gurub
Zones/Eastern Kingdoms/Arathi Highlands/zz_feeding_stromgarde.sql,zz_feeding_stromgarde.sql,Zones,,,I-098,I-098,medium,zone-content,Git history: I-098; Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Arathi Highlands
Zones/Eastern Kingdoms/Arathi Highlands/zz_syndicate_magus.sql,zz_syndicate_magus.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Arathi Highlands
Zones/Eastern Kingdoms/Blasted Lands/zz_bloodmage_potions.sql,zz_bloodmage_potions.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Blasted Lands
Zones/Eastern Kingdoms/Elwynn Forest/Stormwind City/zz_alliance_heroism_pvp_gear.sql,zz_alliance_heroism_pvp_gear.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Elwynn Forest/Stormwind City
Zones/Eastern Kingdoms/Elwynn Forest/Stormwind City/zz_jelinek_sharpshear.sql,zz_jelinek_sharpshear.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Elwynn Forest/Stormwind City
Zones/Eastern Kingdoms/Elwynn Forest/Stormwind City/zz_trade_district_z_fix.sql,zz_trade_district_z_fix.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Elwynn Forest/Stormwind City
Zones/Eastern Kingdoms/Elwynn Forest/Stormwind City/zz_travis_coomingham.sql,zz_travis_coomingham.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Elwynn Forest/Stormwind City
Zones/Eastern Kingdoms/Eversong Woods/zz_fairbreeze_raid.sql,zz_fairbreeze_raid.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Eversong Woods
Zones/Eastern Kingdoms/Eversong Woods/zz_powering_our_defences.sql,zz_powering_our_defences.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Eversong Woods
Zones/Eastern Kingdoms/Eversong Woods/zz_unexpected_results.sql,zz_unexpected_results.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Eversong Woods
Zones/Eastern Kingdoms/Eversong Woods/zz_whitebarks_memory.sql,zz_whitebarks_memory.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Eversong Woods
Zones/Eastern Kingdoms/Ghostlands/zz_escape_from_the_catacombs.sql,zz_escape_from_the_catacombs.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Ghostlands
Zones/Eastern Kingdoms/Ghostlands/zz_remove_deatholme_necromancer.sql,zz_remove_deatholme_necromancer.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Ghostlands
Zones/Eastern Kingdoms/Ghostlands/zz_vanquishing_aquantion.sql,zz_vanquishing_aquantion.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Ghostlands
Zones/Eastern Kingdoms/Hillsbrad Foothills/zz_wings_of_freedom.sql,zz_wings_of_freedom.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Hillsbrad Foothills
Zones/Eastern Kingdoms/Red Ridge Mountains/zz_loot_dire_condor.sql,zz_loot_dire_condor.sql,Zones,,,,,manual,zone-content,Loot table modification; Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Red Ridge Mountains
Zones/Eastern Kingdoms/Stranglethorn Vale/zz_gorlash.sql,zz_gorlash.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Stranglethorn Vale
Zones/Eastern Kingdoms/Tiristfal Glades/zz_awful_experiments.sql,zz_awful_experiments.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Eastern Kingdoms/Tiristfal Glades
Zones/Kalimdor/Ashenvale/zz_loot_rusty_chest.sql,zz_loot_rusty_chest.sql,Zones,,,,,manual,zone-content,Loot table modification; Custom content (zz_ prefix); Subcategory: Kalimdor/Ashenvale
Zones/Kalimdor/Ashenvale/zz_waterlogged_footlocker_spawn_rate.sql,zz_waterlogged_footlocker_spawn_rate.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Ashenvale
Zones/Kalimdor/Azuremyst Isle/zz_call_of_fire.sql,zz_call_of_fire.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Azuremyst Isle
Zones/Kalimdor/Azuremyst Isle/zz_mob_voltatile_mutation.sql,zz_mob_voltatile_mutation.sql,Zones,,,,,manual,zone-content,Creature modification; Custom content (zz_ prefix); Subcategory: Kalimdor/Azuremyst Isle
Zones/Kalimdor/Azuremyst Isle/zz_trees_company.sql,zz_trees_company.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Azuremyst Isle
Zones/Kalimdor/Bloodmyst Isle/zz_call_of_water.sql,zz_call_of_water.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Bloodmyst Isle
Zones/Kalimdor/Bloodmyst Isle/zz_ending_the_bloodcurse.sql,zz_ending_the_bloodcurse.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Bloodmyst Isle
Zones/Kalimdor/Bloodmyst Isle/zz_loot_sunhawk_reclaimer.sql,zz_loot_sunhawk_reclaimer.sql,Zones,,,,,manual,zone-content,Loot table modification; Custom content (zz_ prefix); Subcategory: Kalimdor/Bloodmyst Isle
Zones/Kalimdor/Bloodmyst Isle/zz_matis_the_cruel.sql,zz_matis_the_cruel.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Bloodmyst Isle
Zones/Kalimdor/Bloodmyst Isle/zz_razormaw.sql,zz_razormaw.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Bloodmyst Isle
Zones/Kalimdor/Bloodmyst Isle/zz_the_wildkin_are_booming.sql,zz_the_wildkin_are_booming.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Bloodmyst Isle
Zones/Kalimdor/Durotar/Orgrimmar/zz_frozen_thrall_fix.sql,zz_frozen_thrall_fix.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Durotar/Orgrimmar
Zones/Kalimdor/Durotar/Orgrimmar/zz_horde_heroism_pvp_gear.sql,zz_horde_heroism_pvp_gear.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Durotar/Orgrimmar
Zones/Kalimdor/Felwood/zz_TimberMaw_Rep_Mob_RespawnTime.sql,zz_TimberMaw_Rep_Mob_RespawnTime.sql,Zones,,,,,manual,zone-content,Creature modification; Custom content (zz_ prefix); Subcategory: Kalimdor/Felwood
Zones/Kalimdor/Tanaris/zz_tanaris_field_sampling_fix.sql,zz_tanaris_field_sampling_fix.sql,Zones,,,I-098,I-098,medium,zone-content,Git history: I-098; Custom content (zz_ prefix); Subcategory: Kalimdor/Tanaris
Zones/Kalimdor/Teldrassil/Darnassus/zz_darnassus_mining_smithing_trainers.sql,zz_darnassus_mining_smithing_trainers.sql,Zones,,,"F-001, I-094, I-095",F-001,medium,profession-tools,"Git history: F-001, I-094, I-095; Custom content (zz_ prefix); Subcategory: Kalimdor/Teldrassil/Darnassus"
Zones/Kalimdor/Teldrassil/zz_gnarlpine_spawns.sql,zz_gnarlpine_spawns.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Teldrassil
Zones/Kalimdor/Teldrassil/zz_graveyard_fix.sql,zz_graveyard_fix.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Teldrassil
Zones/Kalimdor/Thousand Needles/zz_high_perch_z_fixes.sql,zz_high_perch_z_fixes.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Kalimdor/Thousand Needles
Zones/Kalimdor/Thousand Needles/zz_mob_cloud_serpent.sql,zz_mob_cloud_serpent.sql,Zones,,,,,manual,zone-content,Creature modification; Custom content (zz_ prefix); Subcategory: Kalimdor/Thousand Needles
Zones/Kalimdor/UnGoro Crater/zz_mob_gargantuan_ooze_fix.sql,zz_mob_gargantuan_ooze_fix.sql,Zones,,,,,manual,zone-content,Creature modification; Custom content (zz_ prefix); Subcategory: Kalimdor/UnGoro Crater
Zones/Outland/Hellfire Peninsula/zz_flying_sillithid_rider_guards.sql,zz_flying_sillithid_rider_guards.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland/Hellfire Peninsula
Zones/Outland/Hellfire Peninsula/zz_hellfire_fortifications.sql,zz_hellfire_fortifications.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland/Hellfire Peninsula
Zones/Outland/Netherstorm/zz_increase_spawn_rate_sunfury_archers.sql,zz_increase_spawn_rate_sunfury_archers.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland/Netherstorm
Zones/Outland/Netherstorm/zz_zaxxis_spawn_time_lowering.sql,zz_zaxxis_spawn_time_lowering.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland/Netherstorm
Zones/Outland/Shadowmoon Valley/zz_coilskar_siren_script.sql,zz_coilskar_siren_script.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland/Shadowmoon Valley
Zones/Outland/Shadowmoon Valley/zz_netherwing_egg_loot.sql,zz_netherwing_egg_loot.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland/Shadowmoon Valley
Zones/Outland/Shadowmoon Valley/zz_sludge_covered_object.sql,zz_sludge_covered_object.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland/Shadowmoon Valley
Zones/Outland/Terrokar Forrest/Shattrath/zz_shattered_sun_marksman.sql,zz_shattered_sun_marksman.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland/Terrokar Forrest/Shattrath
Zones/Outland/Zangarmarsh/zz_identify_plant_parts.sql,zz_identify_plant_parts.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland/Zangarmarsh
Zones/Outland/Zangarmarsh/zz_lagoon_walker.sql,zz_lagoon_walker.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland/Zangarmarsh
Zones/Outland/Zangarmarsh/zz_mragesh.sql,zz_mragesh.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland/Zangarmarsh
Zones/Outland/Zangarmarsh/zz_withered_giant.sql,zz_withered_giant.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland/Zangarmarsh
Zones/Outland/zz_bursters.sql,zz_bursters.sql,Zones,,,,,manual,zone-content,Custom content (zz_ prefix); Subcategory: Outland
zz_aq20_remove_spell_books.sql,zz_aq20_remove_spell_books.sql,root,,I-072,I-072,I-072,medium,core,Found in comments: I-072; Custom content (zz_ prefix)
